Size,Floor,TotalFloors,CentralHeating,District,Year,Type,BuildingType,Price
55,3,10,ДА,"град София, Младост 4",2021,1-СТАЕН,Тухла,62000
55,3,6,НЕ,"град София, Люлин 8",2008,1-СТАЕН,Тухла,51990
55,1,5,Лок.отопл.,"град София, Люлин 8",2020,1-СТАЕН,Тухла,37200
55,8,12,ДА,"град София, Дружба 1",1978,1-СТАЕН,ПК,65450
55,7,12,ДА,"град София, Дружба 1",1986,1-СТАЕН,ЕПК,65000
55,8,13,,"град София, Витоша",2019,1-СТАЕН,Тухла,60500
55,2,8,НЕ,"град София, Банишора",2019,1-СТАЕН,Тухла,59999
55,1,7,ДА,"град София, Лозенец",2005,АТЕЛИЕ,Тухла,38000
55,1,5,ДА,"град София, Център",1950,2-СТАЕН,Тухла,173000
55,9,9,ДА,"град София, Студентски град",2016,2-СТАЕН,Тухла,72000
55,3,6,Прокарва се,"град София, Студентски град",2022,2-СТАЕН,Тухла,65950
55,2,12,,"град София, Разсадника",1986,2-СТАЕН,ЕПК,66900
55,1,14,,"град София, Младост 3",1985,2-СТАЕН,ЕПК,73500
55,6,7,ДА,"град София, Люлин 8",2007,2-СТАЕН,Тухла,73890
55,3,5,,"град София, Левски",1995,2-СТАЕН,Тухла,51130
55,4,5,НЕ,"град София, Кръстова вада",2020,2-СТАЕН,Тухла,63000
55,3,5,,"град София, Кръстова вада",2022,2-СТАЕН,Тухла,63000
55,2,11,НЕ,"град София, Дружба 1",2020,2-СТАЕН,Тухла,49680
55,12,13,,"град София, Витоша",2019,2-СТАЕН,Тухла,72000
55,1,5,НЕ,"град София, Бъкстон",2022,2-СТАЕН,Тухла,55220
55,3,6,,"град София, Хаджи Димитър",2017,2-СТАЕН,Тухла,82000
55,2,4,НЕ,"град София, Павлово",2015,2-СТАЕН,Тухла,69000
55,1,8,ДА,"град София, Люлин 3",1982,2-СТАЕН,Панел,56950
55,5,6,ДА,"град София, Връбница 1",2020,2-СТАЕН,Тухла,52000
55,4,5,НЕ,"град София, Център",1950,1-СТАЕН,Тухла,127990
54,1,5,ДА,"град София, Яворов",1957,2-СТАЕН,Тухла,101990
54,1,4,,"град София, Център",1964,2-СТАЕН,Тухла,119900
54,1,4,ДА,"град София, Център",1964,2-СТАЕН,Тухла,109000
54,1,5,Лок.отопл.,"град София, Център",1965,2-СТАЕН,Тухла,99990
54,2,7,Лок.отопл.,"град София, Център",2010,2-СТАЕН,Тухла,85000
54,5,8,ДА,"град София, Център",2020,2-СТАЕН,Тухла,70000
54,7,7,,"град София, Център",2020,2-СТАЕН,Тухла,70000
54,7,7,ДА,"град София, Център",2020,2-СТАЕН,Тухла,70000
54,1,7,,"град София, Сухата река",2019,2-СТАЕН,Тухла,64900
54,2,4,Лок.отопл.,"град София, Сухата река",1995,2-СТАЕН,Тухла,52900
54,1,6,ДА,"град София, Студентски град",2020,2-СТАЕН,Тухла,58200
54,1,6,,"град София, Студентски град",2020,2-СТАЕН,Тухла,54990
54,2,6,НЕ,"град София, Студентски град",2022,2-СТАЕН,Тухла,53957
54,1,6,НЕ,"град София, Студентски град",2020,2-СТАЕН,Тухла,43200
54,3,10,,"град София, Слатина",2021,2-СТАЕН,Тухла,51300
54,4,5,ДА,"град София, Сердика",2019,2-СТАЕН,Тухла,65920
54,3,5,ДА,"град София, Сердика",2019,2-СТАЕН,Тухла,65920
54,6,9,ДА,"град София, Подуяне",2022,2-СТАЕН,Тухла,66700
54,1,5,ДА,"град София, Овча купел 2",2006,2-СТАЕН,Тухла,66600
54,1,5,,"град София, Овча купел 2",2012,2-СТАЕН,Тухла,65000
54,4,4,НЕ,"град София, Овча купел",2020,2-СТАЕН,Тухла,67500
54,2,12,ДА,"град София, Надежда 2",1989,2-СТАЕН,ЕПК,76000
54,15,16,ДА,"град София, Надежда 1",1984,2-СТАЕН,ЕПК,57500
54,2,8,,"град София, Младост 4",2021,2-СТАЕН,Тухла,62139
54,5,7,НЕ,"град София, Младост 1",2020,2-СТАЕН,Тухла,74216
54,5,6,НЕ,"град София, Манастирски ливади",2018,2-СТАЕН,Тухла,107000
54,1,6,,"град София, Манастирски ливади",2022,2-СТАЕН,Тухла,54300
54,4,6,,"град София, Манастирски ливади",2017,2-СТАЕН,Тухла,53000
54,2,4,НЕ,"град София, Малинова долина",2020,2-СТАЕН,Тухла,66000
54,3,4,,"град София, Малинова долина",2020,2-СТАЕН,Тухла,64000
54,3,8,ДА,"град София, Люлин 5",1992,2-СТАЕН,Панел,58000
54,6,14,ДА,"град София, Лозенец",1980,2-СТАЕН,ЕПК,96000
54,1,6,ДА,"град София, Лозенец",2020,2-СТАЕН,Тухла,83600
54,2,4,Лок.отопл.,"град София, Левски",1995,2-СТАЕН,Тухла,52900
54,2,4,,"град София, Левски",2000,2-СТАЕН,Тухла,52000
54,2,6,,"град София, Кръстова вада",2021,2-СТАЕН,Тухла,69990
54,3,8,,"град София, Дружба 2",1986,2-СТАЕН,Панел,63000
54,3,8,НЕ,"град София, Дружба 2",1986,2-СТАЕН,Панел,63000
54,3,8,,"град София, Дружба 2",1986,2-СТАЕН,Панел,63000
54,3,8,ДА,"град София, Дружба 2",1986,2-СТАЕН,Панел,59000
54,3,8,ДА,"град София, Дружба 2",1986,2-СТАЕН,Панел,59000
54,3,8,ДА,"град София, Дружба 2",1986,2-СТАЕН,Панел,59000
54,3,8,,"град София, Дружба 2",1980,2-СТАЕН,Панел,59000
54,3,8,ДА,"град София, Дружба 2",1986,2-СТАЕН,Панел,58999
54,3,11,,"град София, Дружба 1",2020,2-СТАЕН,Тухла,54000
54,4,5,ДА,"град София, Дружба 1",2020,2-СТАЕН,Тухла,53790
54,4,5,ДА,"град София, Дружба 1",2020,2-СТАЕН,Тухла,53790
54,4,5,ДА,"град София, Дружба 1",2020,2-СТАЕН,Тухла,53790
54,2,6,,"град София, Дружба 1",2020,2-СТАЕН,Тухла,53730
54,3,5,ДА,"град София, Дружба 1",2020,2-СТАЕН,Тухла,53730
54,4,5,ДА,"град София, Дружба 1",2020,2-СТАЕН,Тухла,53730
54,4,5,НЕ,"град София, Дружба 1",2020,2-СТАЕН,Тухла,53730
54,1,5,,"град София, Дружба 1",2020,2-СТАЕН,Тухла,53730
54,2,6,ДА,"град София, Дружба 1",2020,2-СТАЕН,Тухла,53300
54,2,5,ДА,"град София, Дружба 1",2020,2-СТАЕН,Тухла,53270
54,1,5,ДА,"град София, Дружба 1",2020,2-СТАЕН,Тухла,53270
54,1,6,ДА,"град София, Дружба 1",2021,2-СТАЕН,Тухла,53000
54,3,5,ДА,"град София, Гео Милев",2009,2-СТАЕН,Тухла,85841
54,4,5,ДА,"град София, Гео Милев",2009,2-СТАЕН,Тухла,85841
54,1,3,НЕ,"град София, Център",1964,1-СТАЕН,Тухла,119900
54,1,5,Лок.отопл.,"град София, Център",1965,1-СТАЕН,Тухла,99990
54,7,7,ДА,"град София, Център",2020,1-СТАЕН,Тухла,70052
54,12,17,Лок.отопл.,"град София, Студентски град",2017,1-СТАЕН,Тухла,71600
54,2,5,,"град София, Студентски град",2015,1-СТАЕН,Тухла,67000
54,7,17,НЕ,"град София, Студентски град",2000,1-СТАЕН,Тухла,65000
54,3,5,НЕ,"град София, Студентски град",2022,1-СТАЕН,Тухла,61200
54,4,4,НЕ,"град София, Люлин 7",2006,1-СТАЕН,Тухла,35000
54,5,5,НЕ,"град София, Лозенец",1996,1-СТАЕН,Тухла,84000
54,2,4,,"град София, Левски",1994,1-СТАЕН,Тухла,53000
54,2,4,НЕ,"град София, Левски",1994,1-СТАЕН,Тухла,51130
54,2,7,,"град София, Дървеница",2022,1-СТАЕН,Тухла,59200
54,3,8,,"град София, Дружба 2",1986,1-СТАЕН,Панел,58999
54,7,13,Лок.отопл.,"град София, Витоша",2019,1-СТАЕН,Тухла,108000
54,9,13,,"град София, Витоша",2019,1-СТАЕН,Тухла,67800
54,9,13,,"град София, Витоша",2019,1-СТАЕН,Тухла,67500
54,7,13,,"град София, Витоша",2019,1-СТАЕН,Тухла,63000
54,7,12,,"град София, Витоша",2019,1-СТАЕН,Тухла,56500
54,7,13,,"град София, Витоша",2019,1-СТАЕН,Тухла,54000
54,8,18,НЕ,"град София, Витоша",2019,1-СТАЕН,Тухла,53190
54,6,6,НЕ,"град София, Ботунец",1980,1-СТАЕН,Панел,16990
54,1,4,ДА,"град София, Яворов",1953,2-СТАЕН,Тухла,101990
54,2,6,,"град София, Манастирски ливади",2020,2-СТАЕН,Тухла,63000
54,14,14,ДА,"град София, Люлин 4",1972,2-СТАЕН,ЕПК,47000
54,1,9,НЕ,"град София, Левски Г",2021,2-СТАЕН,Тухла,51000
54,1,6,НЕ,"град София, Кръстова вада",2022,2-СТАЕН,Тухла,52866
54,2,3,Лок.отопл.,"град София, Захарна фабрика",1965,2-СТАЕН,Тухла,49900
54,3,8,,"град София, Дружба 2",1986,2-СТАЕН,Панел,59000
54,3,10,,"град София, Дружба 1",2021,2-СТАЕН,Тухла,51300
54,5,6,ДА,"град София, Център",1960,1-СТАЕН,Тухла,129500
54,14,14,,"град София, Люлин 4",1972,1-СТАЕН,ЕПК,47000
54,3,8,ДА,"град София, Гоце Делчев",1960,1-СТАЕН,Панел,72000
54,9,13,Лок.отопл.,"град София, Витоша",2017,1-СТАЕН,Тухла,67500
54,3,7,ДА,"град София, Център",1958,2-СТАЕН,Тухла,149000
54,5,6,ДА,"град София, Център",1960,2-СТАЕН,Тухла,129500
54,1,6,НЕ,"град София, Студентски град",2022,2-СТАЕН,Тухла,51467
54,3,6,ДА,"град София, Овча купел 2",2020,2-СТАЕН,Тухла,58495
54,2,5,,"град София, Овча купел",2021,2-СТАЕН,Тухла,48500
54,6,6,,"град София, Витоша",2020,1-СТАЕН,Тухла,48600
53,1,4,ДА,"град София, Хаджи Димитър",1970,3-СТАЕН,Тухла,64900
53,3,5,,"град София, Център",1932,2-СТАЕН,Тухла,98000
53,2,5,ДА,"град София, Център",1970,2-СТАЕН,Тухла,95000
53,2,4,ДА,"град София, Център",1970,2-СТАЕН,Тухла,94900
53,2,5,ДА,"град София, Център",1970,2-СТАЕН,Тухла,93000
53,2,4,ДА,"град София, Център",1970,2-СТАЕН,Тухла,91000
53,2,7,ДА,"град София, Център",2022,2-СТАЕН,Тухла,66250
53,4,5,,"град София, Център",2020,2-СТАЕН,Тухла,62000
53,10,10,ДА,"град София, Хиподрума",1985,2-СТАЕН,ЕПК,66000
53,4,6,НЕ,"град София, Студентски град",2020,2-СТАЕН,Панел,73665
53,5,7,,"град София, Студентски град",2017,2-СТАЕН,Тухла,68000
53,4,8,ДА,"град София, Студентски град",2022,2-СТАЕН,Тухла,59626
53,7,9,ДА,"град София, Студентски град",2021,2-СТАЕН,Тухла,59600
53,4,7,Лок.отопл.,"град София, ПЗ Хладилника",2020,2-СТАЕН,Тухла,74500
53,6,7,НЕ,"град София, Павлово",1980,2-СТАЕН,Панел,53000
53,3,8,НЕ,"град София, Орландовци",1982,2-СТАЕН,ЕПК,45700
53,4,9,НЕ,"град София, Овча купел",2021,2-СТАЕН,Тухла,53500
53,2,6,,"град София, Надежда 1",2022,2-СТАЕН,Тухла,52600
53,10,12,НЕ,"град София, Манастирски ливади",2020,2-СТАЕН,Тухла,73200
53,7,15,НЕ,"град София, Манастирски ливади",2020,2-СТАЕН,Тухла,54600
53,2,6,ДА,"град София, Лозенец",2021,2-СТАЕН,Тухла,115000
53,3,5,,"град София, Левски",2021,2-СТАЕН,Тухла,57820
53,2,6,,"град София, Кръстова вада",2022,2-СТАЕН,Тухла,65060
53,2,6,,"град София, Кръстова вада",2021,2-СТАЕН,Тухла,61500
53,1,6,,"град София, Кръстова вада",2022,2-СТАЕН,Тухла,52866
53,3,3,Лок.отопл.,"град София, Красна поляна 1",1948,2-СТАЕН,Гредоред,47500
53,2,7,ДА,"град София, Зона Б-5",2021,2-СТАЕН,Тухла,63200
53,1,6,,"град София, Дървеница",2021,2-СТАЕН,Тухла,46787
53,2,6,ДА,"град София, Дружба 1",2020,2-СТАЕН,Тухла,53270
53,1,5,ДА,"град София, Дружба 1",2020,2-СТАЕН,Тухла,53270
53,2,6,ДА,"град София, Дружба 1",2020,2-СТАЕН,Тухла,53270
53,2,5,ДА,"град София, Дружба 1",2020,2-СТАЕН,Тухла,53270
53,2,5,,"град София, Драгалевци",2020,2-СТАЕН,Тухла,63300
53,3,6,,"град София, Витоша",2017,2-СТАЕН,Тухла,125000
53,1,5,НЕ,"град София, Витоша",2020,2-СТАЕН,Тухла,57820
53,3,4,НЕ,"град София, Бъкстон",1980,2-СТАЕН,Тухла,71000
53,1,7,ДА,"град София, Борово",1972,2-СТАЕН,Тухла,82000
53,2,5,ДА,"град София, Център",1970,1-СТАЕН,Тухла,93000
53,7,7,ДА,"град София, Център",2020,1-СТАЕН,Тухла,70000
53,2,6,,"град София, Студентски град",2020,1-СТАЕН,Тухла,47170
53,6,6,НЕ,"град София, Малинова долина",2021,1-СТАЕН,Тухла,50300
53,2,8,ДА,"град София, Люлин 1",2021,1-СТАЕН,Тухла,44905
53,2,8,ДА,"град София, Левски Г",2021,1-СТАЕН,Тухла,49000
53,7,8,ДА,"град София, Красна поляна 3",1980,1-СТАЕН,Панел,46900
53,7,7,НЕ,"град София, Красна поляна 2",2020,1-СТАЕН,Тухла,48000
53,6,9,ДА,"град София, Иван Вазов",1980,1-СТАЕН,Панел,109000
53,6,14,Лок.отопл.,"град София, Витоша",2019,1-СТАЕН,Тухла,48000
53,2,5,ДА,"град София, Център",1970,2-СТАЕН,Тухла,95000
53,1,4,ДА,"град София, Хаджи Димитър",1970,2-СТАЕН,Тухла,64900
53,1,2,НЕ,"град София, Фондови жилища",1945,2-СТАЕН,Тухла,53000
53,1,4,,"град София, Толстой",1989,2-СТАЕН,Тухла,36000
53,6,19,ДА,"град София, Лозенец",1985,2-СТАЕН,ЕПК,93900
53,2,6,НЕ,"град София, Левски",2021,2-СТАЕН,Тухла,51200
53,5,6,ДА,"град София, Център",1940,2-СТАЕН,Тухла,162000
53,5,6,Лок.отопл.,"град София, Център",2022,2-СТАЕН,Тухла,45200
53,2,7,НЕ,"град София, Младост 4",2021,2-СТАЕН,Тухла,63297
53,1,2,ДА,"град София, Лозенец",2018,2-СТАЕН,Тухла,69667
52,1,8,Лок.отопл.,"град София, Бъкстон",2021,АТЕЛИЕ,Тухла,62304
52,5,6,,"град София, Център",2000,2-СТАЕН,Тухла,95000
52,3,6,НЕ,"град София, Център",1970,2-СТАЕН,Тухла,87000
52,3,6,,"град София, Център",1970,2-СТАЕН,Тухла,87000
52,5,6,ДА,"град София, Център",2020,2-СТАЕН,Тухла,69990
52,3,6,НЕ,"град София, Хаджи Димитър",2021,2-СТАЕН,Тухла,62400
52,8,12,ДА,"град София, Толстой",1982,2-СТАЕН,ЕПК,55000
52,1,4,НЕ,"град София, Толстой",1960,2-СТАЕН,Гредоред,44500
52,3,4,ДА,"град София, Сухата река",1960,2-СТАЕН,Тухла,83000
52,3,6,Лок.отопл.,"град София, Студентски град",2015,2-СТАЕН,Тухла,60000
52,2,6,ДА,"град София, Студентски град",2020,2-СТАЕН,Тухла,56560
52,3,6,ДА,"град София, Студентски град",2020,2-СТАЕН,Тухла,56500
52,12,12,ДА,"град София, Стрелбище",1970,2-СТАЕН,Тухла,99000
52,4,6,ДА,"град София, Сердика",2017,2-СТАЕН,Тухла,69992
52,2,5,ДА,"град София, Сердика",2019,2-СТАЕН,Тухла,65920
52,1,4,НЕ,"град София, Павлово",2022,2-СТАЕН,Тухла,65400
52,6,6,ДА,"град София, Овча купел 2",2020,2-СТАЕН,Тухла,55000
52,8,8,ДА,"град София, Овча купел",1995,2-СТАЕН,Тухла,84990
52,1,4,ДА,"град София, Оборище",1953,2-СТАЕН,Тухла,102000
52,2,5,ДА,"град София, Обеля 2",2022,2-СТАЕН,Тухла,43850
52,4,5,ДА,"град София, Обеля 2",2022,2-СТАЕН,Тухла,43300
52,2,6,,"град София, Надежда 1",2022,2-СТАЕН,Тухла,51500
52,5,5,НЕ,"град София, Манастирски ливади",2012,2-СТАЕН,Тухла,103000
52,2,3,Лок.отопл.,"град София, Манастирски ливади",2000,2-СТАЕН,Тухла,85000
52,1,6,,"град София, Манастирски ливади",2020,2-СТАЕН,Тухла,76000
52,5,6,ДА,"град София, Малинова долина",2020,2-СТАЕН,Тухла,65000
52,5,6,,"град София, Малинова долина",2020,2-СТАЕН,Тухла,64999
52,4,4,,"град София, Малинова долина",2021,2-СТАЕН,Тухла,55000
52,1,5,,"град София, Малинова долина",2020,2-СТАЕН,Тухла,50000
52,1,4,ДА,"град София, Лозенец",1965,2-СТАЕН,Тухла,95500
52,1,5,,"град София, Кръстова вада",2021,2-СТАЕН,Тухла,80000
52,8,9,НЕ,"град София, Кръстова вада",2020,2-СТАЕН,Тухла,74900
52,1,4,,"град София, Кръстова вада",2022,2-СТАЕН,Тухла,66063
52,1,4,,"град София, Кръстова вада",2022,2-СТАЕН,Тухла,65063
52,1,4,,"град София, Кръстова вада",2022,2-СТАЕН,Тухла,65063
52,1,4,НЕ,"град София, Кръстова вада",2022,2-СТАЕН,Тухла,65063
52,2,5,Лок.отопл.,"град София, Кръстова вада",2021,2-СТАЕН,Тухла,65063
52,1,5,Лок.отопл.,"град София, Кръстова вада",2022,2-СТАЕН,Тухла,65063
52,2,4,,"град София, Кръстова вада",2022,2-СТАЕН,Тухла,65063
52,2,5,Лок.отопл.,"град София, Кръстова вада",2022,2-СТАЕН,Тухла,65060
52,1,4,,"град София, Кръстова вада",2022,2-СТАЕН,Тухла,65060
52,2,5,Лок.отопл.,"град София, Кръстова вада",2022,2-СТАЕН,Тухла,65060
52,2,5,,"град София, Кръстова вада",2021,2-СТАЕН,Тухла,65059
52,1,6,,"град София, Карпузица",2015,2-СТАЕН,Тухла,39890
52,3,8,ДА,"град София, Дървеница",2020,2-СТАЕН,Тухла,54500
52,4,6,,"град София, Дървеница",2022,2-СТАЕН,Тухла,41670
52,1,4,НЕ,"град София, Гео Милев",1986,2-СТАЕН,Тухла,78000
52,1,5,НЕ,"град София, Витоша",2020,2-СТАЕН,Тухла,57820
52,1,5,,"град София, Витоша",2020,2-СТАЕН,Тухла,57820
52,1,6,ДА,"град София, Витоша",2020,2-СТАЕН,Тухла,57820
52,1,5,,"град София, Витоша",2020,2-СТАЕН,Тухла,57820
52,1,5,,"град София, Витоша",2020,2-СТАЕН,Тухла,57800
52,1,5,,"град София, Витоша",2020,2-СТАЕН,Тухла,57800
52,1,4,Лок.отопл.,"град София, Витоша",2020,2-СТАЕН,Тухла,49000
52,4,6,ДА,"град София, Борово",1968,2-СТАЕН,Тухла,88000
52,10,10,ДА,"град София, Белите брези",1986,2-СТАЕН,ЕПК,67200
52,5,6,НЕ,"град София, Хаджи Димитър",2022,1-СТАЕН,Тухла,49039
52,1,4,ДА,"град София, Толстой",1960,1-СТАЕН,ЕПК,44500
52,6,12,,"град София, Студентски град",2019,1-СТАЕН,Тухла,51220
52,1,6,,"град София, Манастирски ливади",2020,1-СТАЕН,Тухла,76000
52,1,6,,"град София, Малинова долина",2020,1-СТАЕН,Тухла,44200
52,7,8,ДА,"град София, Люлин 5",1986,1-СТАЕН,Панел,46300
52,4,6,,"град София, Дървеница",2022,1-СТАЕН,Тухла,41670
52,13,13,,"град София, Витоша",2019,1-СТАЕН,Тухла,58800
52,4,5,ДА,"град София, Център",1965,2-СТАЕН,Тухла,127000
52,1,5,,"град София, Малинова долина",2021,2-СТАЕН,Тухла,52990
52,10,14,ДА,"град София, Люлин 6",1988,2-СТАЕН,ЕПК,46500
52,2,6,НЕ,"град София, Кръстова вада",2022,2-СТАЕН,Тухла,66364
52,1,5,,"град София, Витоша",2020,2-СТАЕН,Тухла,68000
52,1,5,,"град София, Витоша",2017,2-СТАЕН,Тухла,65000
52,4,6,ДА,"град София, Борово",1968,2-СТАЕН,Тухла,87990
52,1,6,НЕ,"град София, Малинова долина",2021,1-СТАЕН,Тухла,39000
52,10,14,ДА,"град София, Люлин 6",1988,1-СТАЕН,ЕПК,46500
52,8,8,,"град София, Люлин 5",1990,1-СТАЕН,Панел,37900
51,3,6,ДА,"град София, Център",2020,2-СТАЕН,Тухла,69900
51,4,7,,"град София, Хладилника",2019,2-СТАЕН,Тухла,74500
51,5,7,НЕ,"град София, Хладилника",2020,2-СТАЕН,Тухла,65390
51,5,7,НЕ,"град София, Хладилника",2020,2-СТАЕН,Тухла,65390
51,5,7,НЕ,"град София, Хладилника",2020,2-СТАЕН,Тухла,64478
51,5,5,,"град София, Студентски град",2016,2-СТАЕН,Тухла,85000
51,1,6,НЕ,"град София, Студентски град",2020,2-СТАЕН,Тухла,49500
51,1,6,ДА,"град София, Студентски град",2022,2-СТАЕН,Тухла,48000
51,9,11,ДА,"град София, Разсадника",1987,2-СТАЕН,ЕПК,68000
51,9,11,ДА,"град София, Разсадника",1987,2-СТАЕН,ЕПК,68000
51,4,5,ДА,"град София, Обеля 2",2022,2-СТАЕН,Тухла,42300
51,2,5,ДА,"град София, Обеля 2",2022,2-СТАЕН,Тухла,41800
51,3,5,ДА,"град София, Обеля 2",2022,2-СТАЕН,Тухла,41500
51,5,7,ДА,"град София, Надежда 3",2021,2-СТАЕН,Тухла,47480
51,5,7,ДА,"град София, Надежда 3",2021,2-СТАЕН,Тухла,45936
51,3,6,ДА,"град София, Надежда 3",2020,2-СТАЕН,Тухла,45900
51,2,5,Лок.отопл.,"град София, Надежда 1",2020,2-СТАЕН,Тухла,57000
51,21,21,ДА,"град София, Младост 3",1983,2-СТАЕН,ЕПК,70000
51,1,8,ДА,"град София, Люлин 3",1990,2-СТАЕН,Панел,57000
51,1,8,ДА,"град София, Люлин 3",1990,2-СТАЕН,Панел,56900
51,1,8,ДА,"град София, Люлин 10",1990,2-СТАЕН,Панел,59900
51,2,5,ДА,"град София, Лозенец",2021,2-СТАЕН,Тухла,115000
51,5,7,НЕ,"град София, Лозенец",2020,2-СТАЕН,Тухла,64478
51,2,6,,"град София, Левски",2020,2-СТАЕН,Тухла,43000
51,6,9,,"град София, Кръстова вада",2012,2-СТАЕН,Тухла,155000
51,4,7,,"град София, Кръстова вада",2019,2-СТАЕН,Тухла,74500
51,1,6,,"град София, Кръстова вада",2021,2-СТАЕН,Тухла,71000
51,5,7,ДА,"град София, Кръстова вада",2020,2-СТАЕН,Тухла,64478
51,2,4,НЕ,"град София, Кръстова вада",2021,2-СТАЕН,Тухла,63345
51,3,8,ДА,"град София, Красна поляна 1",1970,2-СТАЕН,Панел,49990
51,3,3,Лок.отопл.,"град София, Красна поляна 1",1948,2-СТАЕН,Тухла,48800
51,3,3,,"град София, Красна поляна 1",1948,2-СТАЕН,Тухла,47500
51,3,3,НЕ,"град София, Красна поляна 1",1948,2-СТАЕН,Тухла,47500
51,3,3,НЕ,"град София, Красна поляна 1",1948,2-СТАЕН,Тухла,47000
51,3,4,НЕ,"град София, Илинден",1945,2-СТАЕН,Тухла,67000
51,5,7,НЕ,"град София, Витоша",2020,2-СТАЕН,Тухла,64478
51,4,4,НЕ,"град София, Бъкстон",1980,2-СТАЕН,Тухла,66000
51,3,8,ДА,"град София, Банишора",1984,2-СТАЕН,Тухла,90000
51,5,6,ДА,"град София, Хаджи Димитър",2018,1-СТАЕН,Тухла,50000
51,3,6,,"град София, Малинова долина",2020,1-СТАЕН,Тухла,45900
51,2,6,,"град София, Малинова долина",2020,1-СТАЕН,Тухла,40896
51,4,6,,"град София, Малинова долина",2020,1-СТАЕН,Тухла,40072
51,4,5,,"град София, Кръстова вада",2020,1-СТАЕН,Тухла,63000
51,2,6,,"град София, Витоша",2020,1-СТАЕН,Тухла,40896
51,2,8,,"град София, Младост 4",1983,2-СТАЕН,Панел,67999
51,6,7,,"град София, Лозенец",2020,2-СТАЕН,Тухла,64900
51,3,4,,"град София, Красна поляна 1",1948,2-СТАЕН,Тухла,46999
51,8,17,ДА,"град София, Изток",2023,2-СТАЕН,Тухла,79100
51,3,6,ДА,"град София, Зона Б-18",2019,2-СТАЕН,Тухла,71400
51,2,8,,"град София, Младост 4",1983,1-СТАЕН,Панел,67999
51,3,6,Лок.отопл.,"град София, Център",2022,2-СТАЕН,Тухла,43200
51,1,6,ДА,"град София, Студентски град",2022,2-СТАЕН,Тухла,48000
51,1,6,ДА,"град София, Дианабад",2022,2-СТАЕН,Тухла,48000
51,3,4,,"град София, Витоша",2022,2-СТАЕН,Тухла,55002
51,4,6,Лок.отопл.,"град София, Малинова долина",2021,1-СТАЕН,Тухла,47500
50,6,6,,"град София, Център",1950,2-СТАЕН,Тухла,158000
50,1,4,НЕ,"град София, Център",1940,2-СТАЕН,Тухла,154500
50,4,5,ДА,"град София, Център",1949,2-СТАЕН,Тухла,149900
50,1,4,НЕ,"град София, Център",1940,2-СТАЕН,Тухла,146000
50,1,4,,"град София, Център",1940,2-СТАЕН,Тухла,145000
50,1,5,НЕ,"град София, Център",1940,2-СТАЕН,Тухла,144790
50,1,4,НЕ,"град София, Център",1940,2-СТАЕН,Тухла,142000
50,3,4,,"град София, Център",1940,2-СТАЕН,Тухла,140000
50,1,5,ДА,"град София, Център",1936,2-СТАЕН,Тухла,140000
50,2,6,ДА,"град София, Център",1964,2-СТАЕН,Тухла,137000
50,5,6,ДА,"град София, Център",1963,2-СТАЕН,Тухла,127000
50,1,5,,"град София, Център",1948,2-СТАЕН,Тухла,125000
50,1,5,ДА,"град София, Център",1948,2-СТАЕН,Тухла,125000
50,2,5,ДА,"град София, Център",1950,2-СТАЕН,Тухла,125000
50,2,5,Лок.отопл.,"град София, Център",1968,2-СТАЕН,Тухла,122000
50,4,4,ДА,"град София, Център",1942,2-СТАЕН,Тухла,120000
50,4,5,ДА,"град София, Център",1943,2-СТАЕН,Тухла,119900
50,1,8,ДА,"град София, Център",1973,2-СТАЕН,Тухла,108900
50,1,8,ДА,"град София, Център",1973,2-СТАЕН,Тухла,108800
50,5,6,ДА,"град София, Център",1943,2-СТАЕН,Тухла,100000
50,3,14,ДА,"град София, Център",1987,2-СТАЕН,ЕПК,99500
50,1,6,НЕ,"град София, Център",1950,2-СТАЕН,Тухла,69500
50,1,3,,"град София, Център",1942,2-СТАЕН,Тухла,64000
50,5,6,,"град София, Хладилника",2020,2-СТАЕН,Тухла,79999
50,6,6,ДА,"град София, Хиподрума",2009,2-СТАЕН,Тухла,89800
50,2,8,,"град София, Толстой",1980,2-СТАЕН,Панел,60990
50,6,13,,"град София, Студентски град",2018,2-СТАЕН,Тухла,64999
50,5,13,,"град София, Студентски град",2017,2-СТАЕН,Тухла,64999
50,3,9,ДА,"град София, Студентски град",2021,2-СТАЕН,Тухла,52600
50,2,7,ДА,"град София, Студентски град",2020,2-СТАЕН,Тухла,52482
50,2,7,ДА,"град София, Студентски град",2021,2-СТАЕН,Тухла,52481
50,1,6,НЕ,"град София, Студентски град",2020,2-СТАЕН,Тухла,40000
50,2,3,НЕ,"град София, с. Долни Пасарел",1956,2-СТАЕН,Тухла,39500
50,3,8,НЕ,"град София, Редута",1989,2-СТАЕН,Панел,66000
50,5,7,ДА,"град София, Павлово",1980,2-СТАЕН,Панел,45900
50,9,9,,"град София, Орландовци",1994,2-СТАЕН,ЕПК,45900
50,6,6,ДА,"град София, Овча купел 2",2020,2-СТАЕН,Тухла,55000
50,3,5,,"град София, Овча купел",2021,2-СТАЕН,Тухла,49000
50,2,6,,"град София, Овча купел",2020,2-СТАЕН,Тухла,44000
50,3,6,,"град София, Надежда 2",2021,2-СТАЕН,Тухла,47500
50,4,8,ДА,"град София, Младост 3",1980,2-СТАЕН,Панел,66990
50,5,6,ДА,"град София, Медицинска академия",1942,2-СТАЕН,Тухла,100000
