Id,Url,Size,Floor,TotalFloors,CentralHeating,District,Year,Type,BuildingType,Price
17025,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c158066370729927&slink=60454g&f1=2,126,6,9,Лок.отопл.,"град София, Гоце Делчев",2011,3-СТАЕН,Тухла,165000
17026,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c159056419299759&slink=60454g&f1=2,126,4,6,ДА,"град София, Дианабад",2020,3-СТАЕН,Тухла,161500
17027,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c156293436170828&slink=60454g&f1=2,126,2,5,,"град София, Драгалевци",2019,3-СТАЕН,Тухла,113500
17028,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c154021272872982&slink=60454g&f1=2,126,2,5,,"град София, Драгалевци",2019,3-СТАЕН,Тухла,113500
17029,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c159134870187644&slink=60454g&f1=2,126,1,5,НЕ,"град София, Драгалевци",2019,3-СТАЕН,Тухла,127068
17030,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c152958393565672&slink=60454g&f1=2,126,1,5,,"град София, Дървеница",2020,3-СТАЕН,Тухла,138600
17031,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c156510393380180&slink=60454g&f1=2,126,1,5,,"град София, Дървеница",2020,3-СТАЕН,Тухла,138600
17032,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c152959071526090&slink=60454g&f1=2,126,5,5,,"град София, Дървеница",2020,3-СТАЕН,Тухла,149940
17033,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c159501886009064&slink=60454g&f1=2,126,9,9,ДА,"град София, Зона Б-18",2020,3-СТАЕН,Тухла,138820
17034,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c158124313631203&slink=60454g&f1=2,126,6,7,ДА,"град София, Изток",1986,3-СТАЕН,Тухла,150000
17035,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c159301507212190&slink=60454g&f1=2,126,0,0,ДА,"град София, Изток",0,3-СТАЕН,Тухла,266448
17036,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c159550492113923&slink=60454g&f1=2,126,2,7,,"град София, Изток",0,3-СТАЕН,Тухла,276628
17037,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c159579050512288&slink=60454g&f1=2,126,3,6,ДА,"град София, Изток",0,3-СТАЕН,Тухла,277200
17038,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c148672422639992&slink=60454g&f1=2,126,1,5,Лок.отопл.,"град София, Карпузица",2015,3-СТАЕН,Тухла,116000
17039,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c155566310256905&slink=60454g&f1=2,126,1,4,,"град София, Княжево",2015,3-СТАЕН,Тухла,117000
17040,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c158583863645158&slink=60454g&f1=2,126,4,8,,"град София, Кръстова вада",0,3-СТАЕН,Тухла,150444
17041,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c159774257322048&slink=60454g&f1=2,126,1,8,ДА,"град София, Лагера",1980,3-СТАЕН,ЕПК,129800
17042,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c160311722530559&slink=60454g&f1=2,126,7,7,ДА,"град София, Лагера",2021,3-СТАЕН,Тухла,132700
17043,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c158937051566953&slink=60454g&f1=2,126,4,10,ДА,"град София, Лагера",2020,3-СТАЕН,Тухла,138600
17044,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c159342438145073&slink=60454g&f1=2,126,1,7,НЕ,"град София, Лагера",2021,3-СТАЕН,Тухла,144900
17045,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c160068823414359&slink=60454g&f1=2,126,7,7,ДА,"град София, Лагера",2021,3-СТАЕН,Тухла,165000
17046,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c156016881627698&slink=60454g&f1=2,126,3,6,,"град София, Лозенец",0,3-СТАЕН,Тухла,256745
17047,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c160018036396460&slink=60454g&f1=2,126,3,13,НЕ,"град София, Люлин 2",1996,3-СТАЕН,ЕПК,99000
17048,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c159196281996673&slink=60454g&f1=2,126,4,8,НЕ,"град София, Манастирски ливади",2021,3-СТАЕН,Тухла,109961
17049,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c160319522617311&slink=60454g&f1=2,126,1,5,НЕ,"град София, Манастирски ливади",2019,3-СТАЕН,Тухла,111000
17050,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c160094290575005&slink=60454g&f1=2,126,1,4,НЕ,"град София, Манастирски ливади",2019,3-СТАЕН,Тухла,111000
17051,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c160309080058665&slink=60454g&f1=2,126,1,5,НЕ,"град София, Манастирски ливади",2022,3-СТАЕН,Тухла,116000
17052,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c158491307584336&slink=60454g&f1=2,126,1,5,НЕ,"град София, Манастирски ливади",2020,3-СТАЕН,Тухла,126000
17053,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c154772915864504&slink=60454g&f1=2,126,1,5,,"град София, Манастирски ливади",2020,3-СТАЕН,Тухла,126000
17054,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c155058948543859&slink=60454g&f1=2,126,1,5,НЕ,"град София, Манастирски ливади",2020,3-СТАЕН,Тухла,126000
17055,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c158253616165718&slink=60454g&f1=2,126,3,8,,"град София, Манастирски ливади",2020,3-СТАЕН,Тухла,140171
17056,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c159483794065119&slink=60454g&f1=2,126,2,5,НЕ,"град София, Манастирски ливади",2021,3-СТАЕН,Тухла,141519
17057,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c160344322633018&slink=60454g&f1=2,126,3,6,НЕ,"град София, Манастирски ливади",2021,3-СТАЕН,Тухла,144638
17058,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c159352590820909&slink=60454g&f1=3,126,3,7,,"град София, Манастирски ливади",0,3-СТАЕН,Тухла,155000
17059,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c158340198678419&slink=60454g&f1=3,126,2,6,НЕ,"град София, Манастирски ливади",2010,3-СТАЕН,Тухла,155000
17060,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c160214539757880&slink=60454g&f1=3,126,2,9,ДА,"град София, Младост 1",1982,3-СТАЕН,Тухла,175000
17061,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c159155614946583&slink=60454g&f1=3,126,2,6,ДА,"град София, Младост 3",2006,3-СТАЕН,Тухла,195000
17062,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c159827643993501&slink=60454g&f1=3,126,6,10,ДА,"град София, Младост 4",2019,3-СТАЕН,Тухла,290000
17063,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c158134034824983&slink=60454g&f1=3,126,1,6,ДА,"град София, Обеля 2",2021,3-СТАЕН,Тухла,79500
17064,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c160274719153400&slink=60454g&f1=3,126,2,6,ДА,"град София, Оборище",1988,3-СТАЕН,Тухла,195000
17065,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c159906709009864&slink=60454g&f1=3,126,4,5,НЕ,"град София, Орландовци",1998,3-СТАЕН,Тухла,126000
17066,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c159827337621272&slink=60454g&f1=3,126,0,0,,"град София, с. Иваняне",2019,3-СТАЕН,Тухла,325000
17067,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c158513676128941&slink=60454g&f1=3,126,9,9,НЕ,"град София, Студентски град",2018,3-СТАЕН,Тухла,144650
17068,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c160147027731731&slink=60454g&f1=3,126,7,7,ДА,"град София, Център",2020,3-СТАЕН,Тухла,125000
17069,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c156739470776662&slink=60454g&f1=3,126,5,5,ДА,"град София, Център",2019,3-СТАЕН,Тухла,135000
17070,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c159843389016087&slink=60454g&f1=3,126,5,8,ДА,"град София, Център",2020,3-СТАЕН,Тухла,151920
17071,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c158140572645148&slink=60454g&f1=3,126,3,6,,"град София, Център",2020,3-СТАЕН,Тухла,175980
17072,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c159423822100353&slink=60454g&f1=3,126,2,5,ДА,"град София, Център",0,3-СТАЕН,Тухла,176400
17073,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c156870641894811&slink=60454g&f1=3,126,0,0,ДА,"град София, Център",0,3-СТАЕН,Тухла,195000
17074,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c159476616731481&slink=60454g&f1=3,126,2,5,ДА,"град София, Център",2020,3-СТАЕН,Тухла,201120
17075,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c157858556017501&slink=60454g&f1=3,126,3,6,ДА,"град София, Център",2020,3-СТАЕН,Тухла,201120
17076,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c160043144384911&slink=60454g&f1=3,126,3,6,ДА,"град София, Център",2020,3-СТАЕН,Тухла,201120
17077,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c159100079408207&slink=60454g&f1=3,126,3,6,ДА,"град София, Център",2020,3-СТАЕН,Тухла,201120
17078,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1d160085839375325&slink=60454g&f1=3,126,7,8,Лок.отопл.,"град София, Бъкстон",2000,4-СТАЕН,Тухла,184999
17079,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1d156317306925100&slink=60454g&f1=3,126,6,7,ДА,"град София, Изток",1984,4-СТАЕН,Тухла,150000
17080,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1d159895008441823&slink=60454g&f1=3,126,1,6,ДА,"град София, Лозенец",2005,4-СТАЕН,Тухла,240000
17081,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1d156510599251974&slink=60454g&f1=3,126,3,6,ДА,"град София, Лозенец",2020,4-СТАЕН,Тухла,251480
17082,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1d159773359299817&slink=60454g&f1=3,126,2,9,ДА,"град София, Младост 1",1982,4-СТАЕН,Тухла,175000
17083,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1d160267495648181&slink=60454g&f1=3,126,6,7,ДА,"град София, Слатина",2019,4-СТАЕН,Тухла,199990
17084,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1d160214346212811&slink=60454g&f1=3,126,5,5,ДА,"град София, Център",0,4-СТАЕН,Тухла,291845
17085,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1e160267522985634&slink=60454g&f1=3,126,6,7,ДА,"град София, Гео Милев",2019,МНОГОСТАЕН,Тухла,199990
17086,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1e159557553300376&slink=60454g&f1=3,126,1,7,НЕ,"град София, Обеля 2",1982,МНОГОСТАЕН,Панел,88000
17087,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1e160242648351337&slink=60454g&f1=3,126,5,6,ДА,"град София, Слатина",2019,МНОГОСТАЕН,Тухла,199999
17088,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1e159618111904368&slink=60454g&f1=3,126,1,1,НЕ,"град София, Център",1940,МНОГОСТАЕН,Тухла,111000
17089,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1e158937673751012&slink=60454g&f1=3,126,1,1,НЕ,"град София, Център",1940,МНОГОСТАЕН,Тухла,111000
17090,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1e160144964495128&slink=60454g&f1=3,126,3,4,НЕ,"град София, Център",1932,МНОГОСТАЕН,Тухла,240000
17091,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1f151115839274148&slink=60454g&f1=3,126,4,5,ДА,"град София, Гео Милев",2000,МЕЗОНЕТ,Тухла,163500
17092,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1f160153423258729&slink=60454g&f1=3,126,1,5,,"град София, Драгалевци",2020,МЕЗОНЕТ,Тухла,127068
17093,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1f159915814434721&slink=60454g&f1=3,126,3,6,Лок.отопл.,"град София, Манастирски ливади",2000,МЕЗОНЕТ,Тухла,141200
17094,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c155540079416126&slink=604563&f1=1,127,4,7,ДА,"град София, Борово",2021,3-СТАЕН,Тухла,150120
17095,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c159559241946416&slink=604563&f1=1,127,1,5,,"град София, Бъкстон",2020,3-СТАЕН,Тухла,116000
17096,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c160190538875007&slink=604563&f1=1,127,3,6,ДА,"град София, Зона Б-19",2021,3-СТАЕН,Тухла,122500
17097,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c159867968052061&slink=604563&f1=1,127,1,1,Лок.отопл.,"град София, Люлин 5",0,3-СТАЕН,Тухла,78500
17098,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c160197973834220&slink=604563&f1=1,127,1,5,,"град София, Манастирски ливади",2020,3-СТАЕН,Тухла,170000
17099,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c160197840717618&slink=604563&f1=1,127,8,10,ДА,"град София, Манастирски ливади",2008,3-СТАЕН,Тухла,170000
17100,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c159585620364441&slink=604563&f1=1,127,8,10,ДА,"град София, Манастирски ливади",2000,3-СТАЕН,Тухла,178000
17101,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c160262002581755&slink=604563&f1=1,127,6,7,ДА,"град София, Овча купел 1",2010,3-СТАЕН,Тухла,139999
17102,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1d160042130834414&slink=604563&f1=1,127,6,6,,"град София, Кръстова вада",2022,4-СТАЕН,Тухла,151451
17103,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1d154749064225864&slink=604563&f1=1,127,3,4,ДА,"град София, Център",1912,4-СТАЕН,Тухла,219000
17104,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b160132245851296&slink=604563&f1=1,127,7,8,,"град София, Дианабад",0,2-СТАЕН,Тухла,100400
17105,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b159338346771467&slink=604563&f1=1,127,6,6,ДА,"град София, Дружба 2",2019,2-СТАЕН,Тухла,84000
17106,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b159799936513966&slink=604563&f1=1,127,5,6,,"град София, Овча купел",2021,2-СТАЕН,Тухла,104153
17107,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c160208685958648&slink=604563&f1=1,127,7,14,ДА,"град София, Банишора",2021,3-СТАЕН,Тухла,155000
17108,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c156319387683401&slink=604563&f1=1,127,1,5,Лок.отопл.,"град София, Бояна",2020,3-СТАЕН,Тухла,143000
17109,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c159126704234864&slink=604563&f1=1,127,6,6,,"град София, Бъкстон",2020,3-СТАЕН,Тухла,126000
17110,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c160026572695467&slink=604563&f1=1,127,1,5,Лок.отопл.,"град София, Бъкстон",2020,3-СТАЕН,Тухла,155000
17111,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c157381041185695&slink=604563&f1=1,127,5,9,ДА,"град София, Витоша",2012,3-СТАЕН,Тухла,140000
17112,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c153874392877213&slink=604563&f1=1,127,2,4,,"град София, Витоша",2015,3-СТАЕН,Тухла,146000
17113,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c159791179220962&slink=604563&f1=1,127,4,5,Лок.отопл.,"град София, Витоша",0,3-СТАЕН,Тухла,149850
17114,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c159290649816490&slink=604563&f1=1,127,2,8,ДА,"град София, Гоце Делчев",2021,3-СТАЕН,Тухла,181400
17115,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c159290486983442&slink=604563&f1=1,127,2,8,ДА,"град София, Гоце Делчев",2021,3-СТАЕН,Тухла,182000
17116,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c160317725168952&slink=604563&f1=1,127,6,7,,"град София, Дианабад",2020,3-СТАЕН,Тухла,149000
17117,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c157978365605661&slink=604563&f1=1,127,5,14,ДА,"град София, Дианабад",2021,3-СТАЕН,Тухла,166148
17118,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c159491755332154&slink=604563&f1=1,127,1,5,НЕ,"град София, Драгалевци",0,3-СТАЕН,Тухла,101430
17119,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c159799148330695&slink=604563&f1=1,127,8,8,ДА,"град София, Дружба 2",2019,3-СТАЕН,Тухла,109900
17120,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c158401024385696&slink=604563&f1=1,127,8,8,ДА,"град София, Дружба 2",2021,3-СТАЕН,Тухла,109900
17121,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c159723104750151&slink=604563&f1=1,127,8,8,ДА,"град София, Зона Б-18",2021,3-СТАЕН,Тухла,139990
17122,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c159059341602873&slink=604563&f1=1,127,2,8,,"град София, Изток",0,3-СТАЕН,Тухла,266448
17123,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c159291131163113&slink=604563&f1=1,127,1,8,,"град София, Карпузица",2014,3-СТАЕН,Тухла,79000
17124,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c156319405708180&slink=604563&f1=1,127,1,5,Лок.отопл.,"град София, Княжево",2020,3-СТАЕН,Тухла,143000
17125,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c159913888064016&slink=604563&f1=1,127,3,5,НЕ,"град София, Кръстова вада",2021,3-СТАЕН,Тухла,137500
17126,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c159377159163140&slink=604563&f1=1,127,1,6,,"град София, Кръстова вада",2020,3-СТАЕН,Тухла,146240
17127,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c159829807739895&slink=604563&f1=1,127,1,6,,"град София, Кръстова вада",0,3-СТАЕН,Тухла,146240
17128,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c159601107112031&slink=604563&f1=1,127,1,6,,"град София, Кръстова вада",2020,3-СТАЕН,Тухла,146240
17129,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c159178209479401&slink=604563&f1=1,127,1,6,НЕ,"град София, Кръстова вада",2020,3-СТАЕН,Тухла,146240
17130,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c159178130926953&slink=604563&f1=1,127,1,6,НЕ,"град София, Кръстова вада",2020,3-СТАЕН,Тухла,146760
17131,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c159402230923608&slink=604563&f1=1,127,2,6,,"град София, Кръстова вада",2022,3-СТАЕН,Тухла,164930
17132,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c158262611580132&slink=604563&f1=1,127,4,6,НЕ,"град София, Кръстова вада",2020,3-СТАЕН,Тухла,190000
17133,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c159732607464780&slink=604563&f1=1,127,6,6,НЕ,"град София, Кръстова вада",2019,3-СТАЕН,Тухла,200000
17134,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c157674605415241&slink=604563&f1=2,127,1,7,ДА,"град София, Лагера",2020,3-СТАЕН,Тухла,144900
17135,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c159959579713573&slink=604563&f1=2,127,0,0,,"град София, Лагера",0,3-СТАЕН,Тухла,145900
17136,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c160266336219939&slink=604563&f1=2,127,3,6,НЕ,"град София, Левски",2020,3-СТАЕН,Тухла,176000
17137,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c159188280202137&slink=604563&f1=2,127,6,8,НЕ,"град София, Манастирски ливади",2021,3-СТАЕН,Тухла,109564
17138,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c155738069607169&slink=604563&f1=2,127,2,5,НЕ,"град София, Манастирски ливади",0,3-СТАЕН,Тухла,115000
17139,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c158677710065905&slink=604563&f1=2,127,1,5,,"град София, Манастирски ливади",2020,3-СТАЕН,Тухла,116000
17140,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c156622493377198&slink=604563&f1=2,127,2,5,,"град София, Манастирски ливади",2019,3-СТАЕН,Тухла,119500
17141,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c156646538846474&slink=604563&f1=2,127,4,6,Лок.отопл.,"град София, Манастирски ливади",2020,3-СТАЕН,Тухла,133350
17142,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c159533968426063&slink=604563&f1=2,127,4,6,НЕ,"град София, Манастирски ливади",2020,3-СТАЕН,Тухла,152700
17143,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c160026657014520&slink=604563&f1=2,127,1,5,,"град София, Манастирски ливади",2020,3-СТАЕН,Тухла,155000
17144,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c158039272047234&slink=604563&f1=2,127,5,6,,"град София, Манастирски ливади",0,3-СТАЕН,Тухла,177600
17145,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c158038968579616&slink=604563&f1=2,127,5,6,,"град София, Манастирски ливади",0,3-СТАЕН,Тухла,177870
17146,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c158418206322948&slink=604563&f1=2,127,4,6,ДА,"град София, Младост 4",2020,3-СТАЕН,Тухла,156210
17147,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c155160560286058&slink=604563&f1=2,127,9,9,ДА,"град София, Надежда 2",2019,3-СТАЕН,Тухла,92000
17148,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c158808380883143&slink=604563&f1=2,127,5,6,НЕ,"град София, Обеля 1",2020,3-СТАЕН,Тухла,95000
17149,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c158954080537794&slink=604563&f1=2,127,3,5,,"град София, Овча купел",2022,3-СТАЕН,Тухла,107517
17150,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c160224960929141&slink=604563&f1=2,127,6,6,НЕ,"град София, Овча купел",2020,3-СТАЕН,Тухла,130000
17151,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c158376824119874&slink=604563&f1=2,127,5,5,ДА,"град София, Сердика",2019,3-СТАЕН,Тухла,170000
17152,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c151266297334807&slink=604563&f1=2,127,4,6,Лок.отопл.,"град София, Симеоново",2020,3-СТАЕН,Тухла,123940
17153,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c158786155171811&slink=604563&f1=2,127,5,8,ДА,"град София, Студентски град",2022,3-СТАЕН,Тухла,110562
17154,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c159517038970324&slink=604563&f1=2,127,6,7,ДА,"град София, Студентски град",2020,3-СТАЕН,Тухла,160000
17155,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c160043779839101&slink=604563&f1=2,127,2,8,,"град София, Хаджи Димитър",0,3-СТАЕН,Тухла,114597
17156,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c158376526398307&slink=604563&f1=2,127,1,7,НЕ,"град София, Хладилника",2020,3-СТАЕН,Тухла,155669
17157,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c157008590018402&slink=604563&f1=2,127,2,6,ДА,"град София, Център",0,3-СТАЕН,Тухла,137760
17158,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c159922411116263&slink=604563&f1=2,127,5,5,НЕ,"град София, Център",2020,3-СТАЕН,Тухла,139700
17159,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c160266211599937&slink=604563&f1=2,127,5,7,ДА,"град София, Център",2020,3-СТАЕН,Тухла,151920
17160,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c153328687462648&slink=604563&f1=2,127,6,8,,"град София, Център",0,3-СТАЕН,Тухла,155300
17161,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c159420899739507&slink=604563&f1=2,127,3,5,ДА,"град София, Център",1939,3-СТАЕН,Тухла,203000
17162,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c159076684225421&slink=604563&f1=2,127,3,4,,"град София, Център",0,3-СТАЕН,Тухла,308999
17163,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1d156525904451096&slink=604563&f1=2,127,6,8,,"град София, Кръстова вада",2020,4-СТАЕН,Тухла,142640
17164,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1d160318167935128&slink=604563&f1=2,127,3,6,НЕ,"град София, Лагера",2009,4-СТАЕН,Тухла,169500
17165,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1d156931129189407&slink=604563&f1=2,127,2,8,ДА,"град София, Люлин 5",0,4-СТАЕН,ЕПК,98000
17166,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1d160174353049100&slink=604563&f1=2,127,3,9,,"град София, Люлин 6",2021,4-СТАЕН,Тухла,107882
17167,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1d160024489790896&slink=604563&f1=2,127,6,8,,"град София, Малинова долина",1980,4-СТАЕН,Тухла,127000
17168,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1d159903456050396&slink=604563&f1=2,127,6,8,,"град София, Студентски град",1980,4-СТАЕН,Тухла,127000
17169,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1d159420793538925&slink=604563&f1=2,127,4,5,ДА,"град София, Център",1939,4-СТАЕН,Тухла,203000
17170,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1d157441479707511&slink=604563&f1=2,127,3,4,ДА,"град София, Център",0,4-СТАЕН,Тухла,270000
17171,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1d158679099874667&slink=604563&f1=2,127,5,6,ДА,"град София, Център",1935,4-СТАЕН,Тухла,340000
17172,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1e159843952974931&slink=604563&f1=2,127,6,6,НЕ,"град София, Кръстова вада",2021,МНОГОСТАЕН,Тухла,151451
17173,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1f157086389627298&slink=604563&f1=2,127,8,8,,"град София, Център",2009,МЕЗОНЕТ,Тухла,139900
17174,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c159110217198525&slink=604574&f1=1,128,4,6,ДА,"град София, Банишора",2020,3-СТАЕН,Тухла,135700
17175,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c160162251334644&slink=604574&f1=1,128,7,7,,"град София, Банишора",0,3-СТАЕН,Тухла,99900
17176,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c158773279008201&slink=604574&f1=1,128,3,6,ДА,"град София, Банишора",0,3-СТАЕН,Тухла,123000
