Size,Floor,TotalFloors,CentralHeating,District,Year,Type,BuildingType,Price
89,4,4,,"град София, м-т Детски град",2018,2-СТАЕН,Тухла,97999
89,8,8,ДА,"град София, Люлин 8",1983,3-СТАЕН,Панел,79900
89,3,6,ДА,"град София, Надежда 3",2020,3-СТАЕН,Тухла,66750
89,3,5,НЕ,"град София, Овча купел 1",2009,3-СТАЕН,Тухла,109900
89,5,6,,"град София, Триъгълника",2019,3-СТАЕН,Тухла,70752
89,8,8,ДА,"град София, Студентски град",2017,1-СТАЕН,Тухла,98000
89,4,4,Лок.отопл.,"град София, Витоша",2018,2-СТАЕН,Тухла,84000
89,2,4,,"град София, Витоша",2020,2-СТАЕН,Тухла,88000
89,3,4,,"град София, Витоша",2020,2-СТАЕН,Тухла,88000
89,1,3,Лок.отопл.,"град София, Витоша",2008,2-СТАЕН,Тухла,95000
89,4,6,Лок.отопл.,"град София, Витоша",2018,2-СТАЕН,Тухла,113000
89,4,5,Лок.отопл.,"град София, Драгалевци",2011,2-СТАЕН,Тухла,78200
89,2,4,,"град София, Карпузица",2014,2-СТАЕН,Тухла,88000
89,2,4,Лок.отопл.,"град София, Карпузица",2014,2-СТАЕН,Тухла,88000
89,5,8,ДА,"град София, Лагера",2001,2-СТАЕН,Тухла,97900
89,3,5,НЕ,"град София, Лозенец",2019,2-СТАЕН,Тухла,155452
89,4,5,,"град София, Лозенец",2009,2-СТАЕН,Тухла,220000
89,4,5,,"град София, Малинова долина",2019,2-СТАЕН,Тухла,109250
89,2,9,ДА,"град София, Манастирски ливади",2017,2-СТАЕН,Тухла,83000
89,7,8,,"град София, Манастирски ливади",2019,2-СТАЕН,Тухла,104801
89,2,5,Лок.отопл.,"град София, Овча купел",2018,2-СТАЕН,Тухла,75500
89,2,6,Лок.отопл.,"град София, Овча купел",2018,2-СТАЕН,Тухла,89000
89,5,7,Прокарва се,"град София, Овча купел 2",2019,2-СТАЕН,Тухла,82770
89,2,4,,"град София, Симеоново",2019,2-СТАЕН,Тухла,104754
89,8,8,ДА,"град София, Студентски град",2017,2-СТАЕН,Тухла,98000
89,8,8,ДА,"град София, Студентски град",2017,2-СТАЕН,Тухла,98000
89,8,8,НЕ,"град София, Студентски град",2017,2-СТАЕН,Тухла,123000
89,2,7,Прокарва се,"град София, Център",2020,2-СТАЕН,Тухла,87000
89,2,3,ДА,"град София, Център",2018,2-СТАЕН,Тухла,93000
89,3,4,НЕ,"град София, Център",2010,2-СТАЕН,Тухла,115000
89,1,5,,"град София, Банишора",2021,3-СТАЕН,Тухла,84322
89,4,7,Лок.отопл.,"град София, Банишора",2010,3-СТАЕН,Тухла,88750
89,2,5,,"град София, Банишора",2021,3-СТАЕН,Тухла,88760
89,4,6,НЕ,"град София, Банишора",2021,3-СТАЕН,Тухла,88760
89,4,5,Лок.отопл.,"град София, Банишора",2021,3-СТАЕН,Тухла,88760
89,2,5,,"град София, Банишора",2021,3-СТАЕН,Тухла,88760
89,1,5,НЕ,"град София, Банишора",2021,3-СТАЕН,Тухла,89000
89,3,4,ДА,"град София, Банишора",1957,3-СТАЕН,Тухла,96000
89,2,8,ДА,"град София, Банишора",1989,3-СТАЕН,Панел,96900
89,1,5,ДА,"град София, Банишора",2019,3-СТАЕН,Тухла,97790
89,3,5,НЕ,"град София, Банишора",1997,3-СТАЕН,Тухла,102990
89,3,5,НЕ,"град София, Банишора",1997,3-СТАЕН,Тухла,105000
89,3,5,НЕ,"град София, Банишора",1997,3-СТАЕН,Тухла,107000
89,2,8,ДА,"град София, Белите брези",1989,3-СТАЕН,ЕПК,137000
89,2,4,НЕ,"град София, Бъкстон",2019,3-СТАЕН,Тухла,88500
89,3,5,,"град София, Витоша",2021,3-СТАЕН,Тухла,70790
89,3,5,Лок.отопл.,"град София, Витоша",2019,3-СТАЕН,Тухла,70844
89,3,5,,"град София, Витоша",2021,3-СТАЕН,Тухла,70844
89,3,5,Лок.отопл.,"град София, Витоша",2019,3-СТАЕН,Тухла,71064
89,3,9,НЕ,"град София, Връбница 1",2019,3-СТАЕН,Тухла,82050
89,4,6,,"град София, Гоце Делчев",2019,3-СТАЕН,Тухла,111000
89,4,4,ДА,"град София, Западен парк",1970,3-СТАЕН,Тухла,104000
89,8,8,ДА,"град София, Зона Б-5",1985,3-СТАЕН,Панел,91000
89,2,4,Лок.отопл.,"град София, Карпузица",2020,3-СТАЕН,Тухла,84500
89,5,7,Лок.отопл.,"град София, Лагера",2020,3-СТАЕН,Тухла,97900
89,3,4,ДА,"град София, Лагера",1960,3-СТАЕН,Тухла,119999
89,3,8,,"град София, Левски Г",2019,3-СТАЕН,Тухла,83000
89,7,9,ДА,"град София, Левски Г",1990,3-СТАЕН,Панел,85000
89,7,9,ДА,"град София, Левски Г",1990,3-СТАЕН,Панел,87000
89,2,4,Лок.отопл.,"град София, Лозенец",1990,3-СТАЕН,ЕПК,157000
89,7,8,ДА,"град София, Люлин 10",1983,3-СТАЕН,Панел,70000
89,7,8,ДА,"град София, Люлин 10",1983,3-СТАЕН,Панел,75000
89,7,8,ДА,"град София, Люлин 10",1983,3-СТАЕН,Панел,75000
89,7,8,ДА,"град София, Люлин 2",1984,3-СТАЕН,Панел,93800
89,3,15,ДА,"град София, Люлин 3",1988,3-СТАЕН,ЕПК,75000
89,5,9,ДА,"град София, Люлин 5",1985,3-СТАЕН,Панел,89999
89,7,14,ДА,"град София, Люлин 6",1984,3-СТАЕН,ЕПК,74990
89,7,14,ДА,"град София, Люлин 6",1984,3-СТАЕН,ЕПК,75000
89,3,7,Лок.отопл.,"град София, Люлин 6",2020,3-СТАЕН,Тухла,75760
89,3,7,Лок.отопл.,"град София, Люлин 6",2019,3-СТАЕН,Тухла,75769
89,2,7,,"град София, Люлин 6",2019,3-СТАЕН,Тухла,75769
89,5,8,ДА,"град София, Люлин 6",1985,3-СТАЕН,Панел,78000
89,0,0,Лок.отопл.,"град София, Люлин 8",2019,3-СТАЕН,Тухла,62320
89,4,6,ДА,"град София, Люлин 8",1985,3-СТАЕН,Панел,89000
89,2,4,НЕ,"град София, Малинова долина",2020,3-СТАЕН,Тухла,79650
89,3,4,,"град София, Манастирски ливади",2019,3-СТАЕН,Тухла,89000
89,3,4,Лок.отопл.,"град София, Манастирски ливади",2019,3-СТАЕН,Тухла,91200
89,3,7,ДА,"град София, Медицинска академия",1966,3-СТАЕН,Тухла,129900
89,1,8,ДА,"град София, Младост 2",1977,3-СТАЕН,Панел,90000
89,0,0,ДА,"град София, Младост 3",1979,3-СТАЕН,Панел,90000
89,4,8,ДА,"град София, Младост 3",1987,3-СТАЕН,Панел,97500
89,4,7,ДА,"град София, Младост 3",2020,3-СТАЕН,Тухла,98400
89,1,8,ДА,"град София, Младост 4",1980,3-СТАЕН,Панел,79999
89,9,9,ДА,"град София, Младост 4",2021,3-СТАЕН,Тухла,83000
89,1,8,ДА,"град София, Надежда 2",1982,3-СТАЕН,Панел,71000
89,2,6,ДА,"град София, Надежда 2",2019,3-СТАЕН,Тухла,80890
89,4,9,ДА,"град София, Надежда 2",2019,3-СТАЕН,Тухла,82000
89,7,8,,"град София, Надежда 2",1988,3-СТАЕН,Панел,106500
89,2,3,НЕ,"град София, Обеля",2018,3-СТАЕН,Тухла,61500
89,2,4,,"град София, Обеля 1",2019,3-СТАЕН,Тухла,61500
89,3,4,,"град София, Обеля 1",2019,3-СТАЕН,Тухла,68000
89,4,4,ДА,"град София, Оборище",1970,3-СТАЕН,Тухла,115000
89,5,9,ДА,"град София, Овча купел 1",1989,3-СТАЕН,Панел,82800
89,1,6,ДА,"град София, Овча купел 1",1993,3-СТАЕН,Панел,83980
89,5,6,ДА,"град София, Овча купел 1",1996,3-СТАЕН,Панел,93000
89,3,5,ДА,"град София, Овча купел 2",2021,3-СТАЕН,Тухла,72644
89,5,6,,"град София, Павлово",2008,3-СТАЕН,Тухла,145000
89,1,9,ДА,"град София, Разсадника",1982,3-СТАЕН,Панел,95000
89,16,16,ДА,"град София, Света Троица",1987,3-СТАЕН,ЕПК,79999
89,8,8,ДА,"град София, Сердика",1985,3-СТАЕН,Панел,91000
89,3,5,ДА,"град София, Сердика",2019,3-СТАЕН,Тухла,109470
89,2,5,ДА,"град София, Сердика",2019,3-СТАЕН,Тухла,109470
89,5,7,НЕ,"град София, Слатина",2020,3-СТАЕН,Тухла,98043
89,1,8,ДА,"град София, Стрелбище",1970,3-СТАЕН,Панел,123000
89,2,14,Лок.отопл.,"град София, Студентски град",2017,3-СТАЕН,Тухла,110000
89,5,7,ДА,"град София, Студентски град",2018,3-СТАЕН,Тухла,133000
89,1,8,ДА,"град София, Толстой",1980,3-СТАЕН,Панел,95000
89,3,6,ДА,"град София, Триъгълника",2019,3-СТАЕН,Тухла,71200
89,1,6,Лок.отопл.,"град София, Хаджи Димитър",2021,3-СТАЕН,Тухла,76424
89,1,8,ДА,"град София, Хаджи Димитър",1980,3-СТАЕН,Панел,90000
89,3,7,ДА,"град София, Хиподрума",1966,3-СТАЕН,Тухла,129900
89,3,4,ДА,"град София, Център",1957,3-СТАЕН,Тухла,96000
89,1,5,ДА,"град София, Център",2019,3-СТАЕН,Тухла,97742
89,2,6,ДА,"град София, Център",2019,3-СТАЕН,Тухла,97790
89,4,7,,"град София, Център",2000,3-СТАЕН,Тухла,124900
89,2,4,ДА,"град София, Център",1939,3-СТАЕН,Тухла,220000
89,2,4,Лок.отопл.,"град София, Лозенец",1998,4-СТАЕН,ЕПК,157000
90,2,6,ДА,"град София, Банишора",2019,3-СТАЕН,Тухла,85500
90,2,3,,"град София, Бъкстон",2000,3-СТАЕН,Тухла,105990
90,2,4,НЕ,"град София, Лозенец",1997,3-СТАЕН,Тухла,180000
90,2,5,Лок.отопл.,"град София, Младост 4",2008,3-СТАЕН,Тухла,115000
90,6,6,ДА,"град София, Сухата река",1970,3-СТАЕН,Тухла,78000
90,2,9,ДА,"град София, Хиподрума",1970,3-СТАЕН,Тухла,124900
90,2,5,ДА,"град София, Център",1950,3-СТАЕН,Тухла,130000
90,1,3,ДА,"град София, Център",1927,3-СТАЕН,Тухла,189000
90,2,6,,"град София, Витоша",2017,2-СТАЕН,Тухла,99999
90,1,4,Лок.отопл.,"град София, Витоша",2017,2-СТАЕН,Тухла,117182
90,0,0,Лок.отопл.,"град София, Княжево",2020,2-СТАЕН,Тухла,109500
90,7,7,НЕ,"град София, Модерно предградие",2008,2-СТАЕН,Тухла,79900
90,0,0,Лок.отопл.,"град София, Павлово",2018,2-СТАЕН,Тухла,55000
90,1,8,,"град София, Студентски град",2019,2-СТАЕН,Тухла,74900
90,9,14,ДА,"град София, Банишора",1980,3-СТАЕН,ЕПК,86000
90,4,6,ДА,"град София, Банишора",2020,3-СТАЕН,Тухла,89860
90,8,12,ДА,"град София, Белите брези",1985,3-СТАЕН,ЕПК,126400
90,7,12,ДА,"град София, Белите брези",1987,3-СТАЕН,ЕПК,139900
90,7,7,ДА,"град София, Гео Милев",1970,3-СТАЕН,Тухла,140000
90,4,6,ДА,"град София, Гоце Делчев",1966,3-СТАЕН,Панел,92000
90,6,6,ДА,"град София, Докторски паметник",1952,3-СТАЕН,Тухла,230000
90,1,8,ДА,"град София, Дружба 1",1980,3-СТАЕН,Панел,75000
90,11,15,ДА,"град София, Зона Б-5",1989,3-СТАЕН,ЕПК,128900
90,9,10,ДА,"град София, Изток",1987,3-СТАЕН,Тухла,149999
90,1,4,ДА,"град София, Изток",1965,3-СТАЕН,Тухла,150000
90,5,8,ДА,"град София, Лагера",1970,3-СТАЕН,ПК,105000
90,2,5,ДА,"град София, Лозенец",1998,3-СТАЕН,Тухла,149000
90,2,4,ДА,"град София, Лозенец",1970,3-СТАЕН,Тухла,165000
90,7,14,ДА,"град София, Люлин 6",1985,3-СТАЕН,ЕПК,75000
90,3,6,Лок.отопл.,"град София, Манастирски ливади",2017,3-СТАЕН,Тухла,133000
90,8,8,ДА,"град София, Младост 1",1986,3-СТАЕН,Тухла,110000
90,6,8,ДА,"град София, Младост 4",2010,3-СТАЕН,Тухла,115000
90,2,8,НЕ,"град София, Модерно предградие",1990,3-СТАЕН,Панел,76000
90,1,6,ДА,"град София, Надежда 2",2018,3-СТАЕН,Тухла,81000
90,4,9,ДА,"град София, Надежда 2",2019,3-СТАЕН,Тухла,82000
90,0,0,ДА,"град София, Надежда 2",2010,3-СТАЕН,Тухла,85000
90,9,9,НЕ,"град София, Обеля 2",1986,3-СТАЕН,Панел,59999
90,2,8,НЕ,"град София, Овча купел",1988,3-СТАЕН,Панел,73000
90,7,9,ДА,"град София, Овча купел 1",1985,3-СТАЕН,Панел,80000
90,4,6,,"град София, Овча купел 1",1980,3-СТАЕН,Панел,90000
90,5,7,ДА,"град София, Овча купел 1",2011,3-СТАЕН,Тухла,95000
90,7,9,ДА,"град София, Овча купел 2",1985,3-СТАЕН,Панел,80000
90,2,4,,"град София, Павлово",2000,3-СТАЕН,Тухла,105500
90,2,4,Лок.отопл.,"град София, Павлово",2000,3-СТАЕН,Тухла,106000
90,6,6,,"град София, Стрелбище",1975,3-СТАЕН,Тухла,118500
90,2,14,ДА,"град София, Сухата река",1984,3-СТАЕН,ЕПК,90000
90,4,8,ДА,"град София, Сухата река",1985,3-СТАЕН,Панел,99999
90,4,8,ДА,"град София, Хаджи Димитър",1985,3-СТАЕН,Панел,99999
90,2,4,ДА,"град София, Център",1911,3-СТАЕН,Тухла,82999
90,2,6,ДА,"град София, Център",1958,3-СТАЕН,Тухла,139000
90,3,4,ДА,"град София, Център",1939,3-СТАЕН,Тухла,139000
90,3,5,ДА,"град София, Център",1940,3-СТАЕН,Тухла,155000
90,4,4,ДА,"град София, Център",1963,3-СТАЕН,Тухла,162000
90,1,6,,"град София, Манастирски ливади",2020,4-СТАЕН,Тухла,86598
90,1,6,Лок.отопл.,"град София, Манастирски ливади",2020,4-СТАЕН,Тухла,91108
90,2,7,ДА,"град София, Люлин 5",1996,МНОГОСТАЕН,ПК,83999
90,1,8,ДА,"град София, Витоша",2019,1-СТАЕН,Тухла,86898
90,1,8,ДА,"град София, Студентски град",2019,1-СТАЕН,Тухла,86898
90,0,0,Лок.отопл.,"град София, Бояна",2020,2-СТАЕН,Тухла,109500
90,3,4,НЕ,"град София, Бояна",2011,2-СТАЕН,Тухла,119000
90,4,4,ДА,"град София, Бояна",2019,2-СТАЕН,Тухла,125000
90,2,4,Лок.отопл.,"град София, Витоша",2019,2-СТАЕН,Тухла,79600
90,4,4,,"град София, Витоша",2018,2-СТАЕН,Тухла,84000
90,1,8,ДА,"град София, Витоша",2018,2-СТАЕН,Тухла,86898
90,3,6,Лок.отопл.,"град София, Витоша",2009,2-СТАЕН,Тухла,99000
90,0,0,НЕ,"град София, Витоша",2019,2-СТАЕН,Тухла,117500
90,3,7,Лок.отопл.,"град София, Гео Милев",2020,2-СТАЕН,Тухла,80595
90,4,7,,"град София, Горубляне",2018,2-СТАЕН,Тухла,81450
90,3,14,ДА,"град София, Гоце Делчев",1982,2-СТАЕН,Тухла,114989
90,1,8,ДА,"град София, Дианабад",2019,2-СТАЕН,Тухла,86898
90,6,7,ДА,"град София, Дианабад",2018,2-СТАЕН,Тухла,108000
90,1,5,,"град София, Докторски паметник",1940,2-СТАЕН,Тухла,239000
90,1,3,Лок.отопл.,"град София, Драгалевци",2019,2-СТАЕН,Тухла,99000
90,2,6,НЕ,"град София, Драгалевци",2015,2-СТАЕН,Тухла,135000
90,1,5,Лок.отопл.,"град София, Карпузица",2006,2-СТАЕН,Тухла,96000
90,1,5,,"град София, Кръстова вада",2016,2-СТАЕН,Тухла,93000
90,10,11,,"град София, Люлин 2",2013,2-СТАЕН,Тухла,61438
90,5,7,ДА,"град София, Манастирски ливади",2017,2-СТАЕН,Тухла,81000
90,3,9,ДА,"град София, Манастирски ливади",2017,2-СТАЕН,Тухла,82977
90,2,4,ДА,"град София, Манастирски ливади",2017,2-СТАЕН,Тухла,83000
90,3,4,ДА,"град София, Манастирски ливади",2017,2-СТАЕН,Тухла,83000
90,3,4,ДА,"град София, Манастирски ливади",2017,2-СТАЕН,Тухла,83000
90,4,5,ДА,"град София, Манастирски ливади",2020,2-СТАЕН,Тухла,90000
90,3,6,Лок.отопл.,"град София, Манастирски ливади",2016,2-СТАЕН,Тухла,94150
90,6,7,,"град София, Манастирски ливади",2008,2-СТАЕН,Тухла,106800
90,5,6,НЕ,"град София, Манастирски ливади",2016,2-СТАЕН,Тухла,125000
90,4,10,,"град София, Манастирски ливади",2018,2-СТАЕН,Тухла,126000
90,13,13,ДА,"град София, Младост 2",1989,2-СТАЕН,ПК,109990
90,4,7,ДА,"град София, Младост 4",2014,2-СТАЕН,Тухла,134000
90,4,7,ДА,"град София, Младост 4",2010,2-СТАЕН,Тухла,134000
90,4,5,ДА,"град София, Младост 4",2014,2-СТАЕН,Тухла,135000
90,4,5,ДА,"град София, Младост 4",2014,2-СТАЕН,Тухла,135000
90,4,5,ДА,"град София, Младост 4",2014,2-СТАЕН,Тухла,135000
90,4,5,ДА,"град София, Младост 4",2014,2-СТАЕН,Тухла,135000
90,4,5,ДА,"град София, Младост 4",2014,2-СТАЕН,Тухла,139900
90,5,7,,"град София, Овча купел",2020,2-СТАЕН,Тухла,65745
90,0,0,НЕ,"град София, Овча купел",2017,2-СТАЕН,Тухла,70000
90,6,6,,"град София, Овча купел",2019,2-СТАЕН,Тухла,70489
90,6,6,НЕ,"град София, Овча купел",2020,2-СТАЕН,Тухла,70500
90,5,6,Лок.отопл.,"град София, Овча купел",2020,2-СТАЕН,Тухла,80744
90,5,5,,"град София, Овча купел",2019,2-СТАЕН,Тухла,85080
90,2,6,,"град София, Павлово",2018,2-СТАЕН,Тухла,88000
90,8,8,ДА,"град София, Разсадника",2009,2-СТАЕН,Тухла,108000
90,4,6,,"град София, Редута",2013,2-СТАЕН,Тухла,100000
90,3,7,,"град София, Слатина",2020,2-СТАЕН,Тухла,80595
90,3,7,Лок.отопл.,"град София, Слатина",2020,2-СТАЕН,Тухла,80595
90,3,14,ДА,"град София, Стрелбище",1982,2-СТАЕН,Тухла,114999
90,0,0,,"град София, Студентски град",2018,2-СТАЕН,Тухла,67000
90,5,14,,"град София, Студентски град",2016,2-СТАЕН,Тухла,72500
90,1,8,ДА,"град София, Студентски град",2019,2-СТАЕН,Тухла,86898
90,1,8,ДА,"град София, Студентски град",2019,2-СТАЕН,Тухла,86898
90,8,8,ДА,"град София, Студентски град",2017,2-СТАЕН,Тухла,98000
90,3,6,Лок.отопл.,"град София, Център",2018,2-СТАЕН,Тухла,85385
90,6,7,ДА,"град София, Център",2015,2-СТАЕН,Тухла,85400
90,2,7,,"град София, Център",2020,2-СТАЕН,Тухла,89990
90,6,7,,"град София, Център",1970,2-СТАЕН,Тухла,110000
90,7,7,ДА,"град София, Център",1998,2-СТАЕН,Тухла,140999
90,4,6,ДА,"град София, Център",1958,2-СТАЕН,Тухла,169900
90,2,6,ДА,"град София, Център",1965,2-СТАЕН,Тухла,230000
90,3,4,НЕ,"град София, м-т Гърдова глава",2011,2-СТАЕН,Тухла,119000
90,1,14,ДА,"град София, Банишора",1980,3-СТАЕН,ЕПК,87800
90,2,6,ДА,"град София, Банишора",2020,3-СТАЕН,Тухла,88063
90,6,6,ДА,"град София, Банишора",1981,3-СТАЕН,Тухла,89600
90,1,14,НЕ,"град София, Банишора",1978,3-СТАЕН,ЕПК,90000
90,7,10,ДА,"град София, Банишора",1980,3-СТАЕН,Тухла,95000
90,3,5,НЕ,"град София, Банишора",1997,3-СТАЕН,Тухла,105000
90,5,8,ДА,"град София, Банишора",2000,3-СТАЕН,Тухла,110000
90,1,5,ДА,"град София, Белите брези",1980,3-СТАЕН,Тухла,99000
90,7,11,ДА,"град София, Белите брези",1985,3-СТАЕН,ЕПК,150000
90,7,12,ДА,"град София, Белите брези",1985,3-СТАЕН,ЕПК,150000
90,2,5,Лок.отопл.,"град София, Бенковски",2016,3-СТАЕН,Тухла,75000
90,1,8,ДА,"град София, Борово",1985,3-СТАЕН,Панел,82500
90,5,7,ДА,"град София, Борово",2002,3-СТАЕН,Тухла,95990
90,3,6,,"град София, Борово",2019,3-СТАЕН,Тухла,98000
90,7,7,ДА,"град София, Борово",1970,3-СТАЕН,Тухла,105000
90,5,6,Лок.отопл.,"град София, Борово",1991,3-СТАЕН,Тухла,129990
90,2,4,,"град София, Бояна",2017,3-СТАЕН,Тухла,103000
90,2,5,Лок.отопл.,"град София, Бояна",2016,3-СТАЕН,Тухла,144000
90,8,8,ДА,"град София, Бъкстон",1970,3-СТАЕН,Панел,84000
90,1,5,,"град София, Бъкстон",2020,3-СТАЕН,Тухла,86500
90,1,5,,"град София, Бъкстон",2020,3-СТАЕН,Тухла,86500
90,1,6,,"град София, Бъкстон",2020,3-СТАЕН,Тухла,86500
90,13,15,ДА,"град София, Бъкстон",1972,3-СТАЕН,Тухла,93000
90,2,4,,"град София, Бъкстон",2000,3-СТАЕН,Тухла,105500
90,2,7,Лок.отопл.,"град София, Бъкстон",2018,3-СТАЕН,Тухла,121900
90,1,4,,"град София, Витоша",2009,3-СТАЕН,Тухла,85500
90,1,4,Лок.отопл.,"град София, Витоша",2009,3-СТАЕН,Тухла,85500
90,1,4,НЕ,"град София, Витоша",2009,3-СТАЕН,Тухла,88500
90,1,4,,"град София, Витоша",2009,3-СТАЕН,Тухла,88500
90,3,7,ДА,"град София, Връбница 1",2021,3-СТАЕН,Тухла,64685
90,6,7,ДА,"град София, Връбница 1",2021,3-СТАЕН,Тухла,64685
90,4,7,ДА,"град София, Връбница 1",2021,3-СТАЕН,Тухла,64685
90,1,7,ДА,"град София, Връбница 1",2021,3-СТАЕН,Тухла,64685
90,2,7,ДА,"град София, Връбница 1",2021,3-СТАЕН,Тухла,64685
90,1,9,ДА,"град София, Връбница 1",1980,3-СТАЕН,Панел,67900
90,8,8,ДА,"град София, Връбница 1",1978,3-СТАЕН,Панел,68500
90,5,8,ДА,"град София, Връбница 1",1980,3-СТАЕН,Панел,68500
90,5,7,ДА,"град София, Гео Милев",2019,3-СТАЕН,Тухла,98050
90,7,8,ДА,"град София, Гео Милев",2019,3-СТАЕН,Тухла,108000
90,6,8,,"град София, Гео Милев",2019,3-СТАЕН,Тухла,112350
90,5,5,ДА,"град София, Гео Милев",1968,3-СТАЕН,Тухла,125000
90,11,12,ДА,"град София, Гео Милев",1971,3-СТАЕН,Тухла,126900
90,4,7,,"град София, Горубляне",2018,3-СТАЕН,Тухла,81450
90,2,4,,"град София, Горубляне",2017,3-СТАЕН,Тухла,85500
90,4,6,ДА,"град София, Гоце Делчев",1966,3-СТАЕН,Панел,92000
90,4,6,ДА,"град София, Гоце Делчев",1969,3-СТАЕН,Панел,92000
90,4,6,ДА,"град София, Гоце Делчев",1969,3-СТАЕН,Панел,95000
90,3,14,ДА,"град София, Гоце Делчев",1982,3-СТАЕН,Тухла,114990
90,1,5,ДА,"град София, Докторски паметник",1940,3-СТАЕН,Тухла,239000
90,2,5,ДА,"град София, Докторски паметник",1960,3-СТАЕН,Тухла,280000
90,2,4,,"град София, Драгалевци",2017,3-СТАЕН,Тухла,103000
90,5,5,,"град София, Драгалевци",2013,3-СТАЕН,Тухла,113000
90,2,5,,"град София, Драгалевци",2007,3-СТАЕН,Тухла,160000
90,11,11,НЕ,"град София, Дружба 1",1993,3-СТАЕН,ЕПК,110000
90,11,14,ДА,"град София, Дружба 1",1980,3-СТАЕН,ЕПК,110000
90,1,8,ДА,"град София, Дружба 2",1987,3-СТАЕН,Панел,88000
90,6,8,ДА,"град София, Дружба 2",1989,3-СТАЕН,Панел,89999
90,9,9,ДА,"град София, Дружба 2",1988,3-СТАЕН,Панел,98000
90,5,8,ДА,"град София, Дружба 2",1986,3-СТАЕН,Панел,98000
90,5,8,ДА,"град София, Дружба 2",1986,3-СТАЕН,Панел,98000
90,5,8,ДА,"град София, Дружба 2",1986,3-СТАЕН,Панел,98000
90,5,8,ДА,"град София, Дружба 2",1986,3-СТАЕН,Панел,98000
90,5,8,ДА,"град София, Дружба 2",1987,3-СТАЕН,Панел,99000
90,8,8,ДА,"град София, Дружба 2",1988,3-СТАЕН,Панел,108490
90,8,8,ДА,"град София, Дружба 2",1989,3-СТАЕН,Панел,108498
90,8,8,ДА,"град София, Дружба 2",1988,3-СТАЕН,Панел,108500
90,3,8,ДА,"град София, Дървеница",1986,3-СТАЕН,Панел,118000
90,6,6,Лок.отопл.,"град София, Дървеница",2011,3-СТАЕН,Тухла,170000
90,2,10,ДА,"град София, Западен парк",1968,3-СТАЕН,Тухла,89000
90,3,15,ДА,"град София, Захарна фабрика",1981,3-СТАЕН,ЕПК,73000
90,10,11,ДА,"град София, Зона Б-19",1986,3-СТАЕН,ЕПК,112500
90,1,8,ДА,"град София, Зона Б-5",1980,3-СТАЕН,Панел,98300
90,15,16,,"град София, Зона Б-5",2001,3-СТАЕН,ЕПК,115000
90,8,15,,"град София, Иван Вазов",1975,3-СТАЕН,ЕПК,163500
90,4,4,ДА,"град София, Иван Вазов",1969,3-СТАЕН,Тухла,180000
90,4,6,ДА,"град София, Изток",1980,3-СТАЕН,Панел,106800
90,5,6,ДА,"град София, Изток",1975,3-СТАЕН,Тухла,145000
90,7,8,ДА,"град София, Илинден",1984,3-СТАЕН,Панел,118800
90,4,4,,"град София, Карпузица",2019,3-СТАЕН,Тухла,104500
90,5,5,,"град София, Карпузица",2019,3-СТАЕН,Тухла,110000
90,5,8,ДА,"град София, Красна поляна 2",1973,3-СТАЕН,Панел,89000
90,5,8,,"град София, Красна поляна 2",1990,3-СТАЕН,Панел,89990
90,5,9,ДА,"град София, Красна поляна 3",1977,3-СТАЕН,Панел,69990
90,5,8,ДА,"град София, Красна поляна 3",1980,3-СТАЕН,Панел,70000
90,5,8,,"град София, Красна поляна 3",1976,3-СТАЕН,Панел,70000
90,3,6,,"град София, Красно село",1968,3-СТАЕН,Панел,90000
90,7,7,НЕ,"град София, Красно село",1970,3-СТАЕН,Тухла,105000
90,1,4,,"град София, Кръстова вада",2019,3-СТАЕН,Тухла,89420
90,6,6,,"град София, Кръстова вада",2018,3-СТАЕН,Тухла,97770
90,4,8,Лок.отопл.,"град София, Кръстова вада",2020,3-СТАЕН,Тухла,99498
90,2,6,,"град София, Кръстова вада",2017,3-СТАЕН,Тухла,117100
90,6,7,НЕ,"град София, Кръстова вада",2017,3-СТАЕН,Тухла,117150
90,6,7,Лок.отопл.,"град София, Кръстова вада",2017,3-СТАЕН,Тухла,117153
90,6,7,Лок.отопл.,"град София, Кръстова вада",2016,3-СТАЕН,Тухла,117153
90,6,7,Лок.отопл.,"град София, Кръстова вада",2017,3-СТАЕН,Тухла,117153
90,3,6,Лок.отопл.,"град София, Кръстова вада",2017,3-СТАЕН,Тухла,123500
90,3,6,Лок.отопл.,"град София, Кръстова вада",2017,3-СТАЕН,Тухла,123564
90,4,6,Лок.отопл.,"град София, Кръстова вада",2016,3-СТАЕН,Тухла,123564
90,0,0,,"град София, Кръстова вада",2017,3-СТАЕН,Тухла,124990
90,4,10,ДА,"град София, Лагера",2021,3-СТАЕН,Тухла,86310
90,1,5,Лок.отопл.,"град София, Левски",1994,3-СТАЕН,ЕПК,79999
90,4,9,,"град София, Левски Г",2019,3-СТАЕН,Тухла,74700
90,7,9,ДА,"град София, Левски Г",1988,3-СТАЕН,Панел,77000
90,5,8,ДА,"град София, Левски Г",1990,3-СТАЕН,Панел,79500
90,7,8,ДА,"град София, Левски Г",1990,3-СТАЕН,Тухла,83990
90,7,9,ДА,"град София, Левски Г",1989,3-СТАЕН,Панел,87000
90,7,9,ДА,"град София, Левски Г",1990,3-СТАЕН,Панел,87000
90,7,9,ДА,"град София, Левски Г",1990,3-СТАЕН,Панел,87500
